arc_id;user_id;polarity;subjectivity;lang;TextBlob;lat;long
9500;853451347;-0.75;1.0;tr;seni pinokyo seni:(;48.21397151;16.31141553
9514;339062203;-0.75;1.0;de;@menxm schn wrs! :-(;48.24432962;16.36152193
9517;133342073;-0.75;1.0;es;dios como amo a esa negra jajajajajaja :(;48.19521299;16.38821525
9699;495090207;-0.75;1.0;ru;   linkin park  one republic? ,    :(;48.227092;16.395653
9792;1848914862;-0.75;1.0;sl;dayii :((;48.16304571;16.31227005
9794;491274025;-0.75;1.0;tr;kizlar, iste bu yzden spor yapmalisiniz :((( ;48.22711985;16.39860563
9850;347128224;-0.75;1.0;;#twemup heute leider ohne mich! :(;48.19973783;16.31341525
10072;628519436;-0.75;1.0;;@lovecanada_jb @katy1dhoran :( :( :( :( ich kann es nicht mehr aushalten ich muss sie endlich treffen :(;48.1618381;16.4706435
10140;110801341;-0.75;1.0;tr;"""@onuryilmazinfo: @fmavituna: c# - .net developer aryoruz: """;48.1900019;16.3854352
10194;93577562;-0.75;1.0;;ang sakit ng paa ko :(;48.19454667;16.29513965
10296;40241074;-0.75;1.0;ro;experte (m/w) java-design - accenture: (#wien)  #art #job #jobs #tweetmyjobs;48.208174;16.373819
10390;202654512;-0.75;1.0;es;@david77david y yo sin escucharte :(;48.187362;16.3087907
10448;761227711;-0.75;1.0;;@hilalburak17 aman dikkat et sonra burak bu kiza neden bakmadiniz diye bize kizar :((;48.1806239;16.3274457
10669;40301402;-0.75;1.0;;berater (w/m) sap planung - sap: ( #vienna )  #businessmgmt #sap #sapjobs #job #jobs #tweetmyjobs;48.2081743;16.3738189
10686;747351162;-0.75;1.0;tr;@ebruyldzz_ amaa ben bi evde geciremiyorum ki gunumu :( yok yok bugun oldurselerde cikmam :d sana viel spass;48.1902697;16.3536796
10881;1032442290;-0.75;1.0;fr;@kadebostany oh bha non! comment a se fait que vous dplacez votre concert  vienne  fvrier? je serai en suisse du coup :-(;48.175735;16.381428
10906;537411946;-0.75;1.0;tr;kat 8:51 :( (@ u2 stadlau) ;48.21952331;16.44910621
10946;484647685;-0.75;1.0;tr;sarlmaya ihtiyacm var :( babama sarlyorum mesela;48.1783081;16.36724045
10968;761227711;-0.75;1.0;;el ikestiko olduu iin tahmin yrtmek zor .s .s :(;48.1654355;16.3139779
10970;761227711;-0.75;1.0;tr;hala tatildesin, okul yok, yapacak bisey yok, bu saatte kalkmanin ne tr bir amaci var yavrucugum :((((;48.1658283;16.3144303
11150;257518186;-0.75;1.0;tr;@haktandursn bende anca ryamda grym :(;48.21312209;16.33647191
11157;324282534;-0.75;1.0;;@maniz44 jaile yeso gara tyaso gara matra vanxa :(  aja ni card kindena :(;48.2239458;16.3668029
11200;761227711;-0.75;1.0;tr;@mehmet_sntrk :( zr dilerim .s .s;48.1616174;16.3124807
11275;347128224;-0.75;1.0;;@_iamanna_ da mssen wir wohl durch :(;48.19789187;16.31139622
11394;2443876709;-0.75;1.0;en;we were the biggest fans ever :( #emabiggestfans1d #stealmygirlvevorecord ;48.224659;16.473435
11425;351156603;-0.75;1.0;und;@soracanedit @mythactt :(;48.233728;16.337576
